SECTION Comments
Name "D:\study\help\design\data\data2.csv"
Creator "graph_hash_of_mixed_weighted_save_for_GSTP"
END

lambda 1

input_graph |V|=10 |E|=30
input_graph Vertex 9 0.0000000000
input_graph Vertex 8 0.0000000000
input_graph Vertex 7 0.0000000000
input_graph Vertex 6 0.0000000000
input_graph Vertex 5 0.0000000000
input_graph Vertex 4 0.0000000000
input_graph Vertex 3 0.0000000000
input_graph Vertex 2 0.0000000000
input_graph Vertex 1 0.0000000000
input_graph Vertex 0 0.0000000000

input_graph Edge 8 9 4
input_graph Edge 7 8 2
input_graph Edge 7 9 3
input_graph Edge 6 8 3
input_graph Edge 5 8 3
input_graph Edge 5 9 2
input_graph Edge 4 7 3
input_graph Edge 4 8 4
input_graph Edge 3 4 2
input_graph Edge 3 5 1
input_graph Edge 3 8 3
input_graph Edge 3 9 1
input_graph Edge 2 3 2
input_graph Edge 2 4 3
input_graph Edge 2 5 1
input_graph Edge 2 9 1
input_graph Edge 1 2 3
input_graph Edge 1 3 2
input_graph Edge 1 4 3
input_graph Edge 1 6 4
input_graph Edge 1 8 2
input_graph Edge 1 9 4
input_graph Edge 0 1 4
input_graph Edge 0 2 4
input_graph Edge 0 3 4
input_graph Edge 0 5 3
input_graph Edge 0 6 3
input_graph Edge 0 7 1
input_graph Edge 0 8 3
input_graph Edge 0 9 3

group_graph |V|=13 |E|=5
group_graph Vertex 12 0.0000000000
group_graph Vertex 11 0.0000000000
group_graph Vertex 10 0.0000000000
group_graph Vertex 0 0.0000000000
group_graph Vertex 1 0.0000000000
group_graph Vertex 2 0.0000000000
group_graph Vertex 3 0.0000000000
group_graph Vertex 4 0.0000000000
group_graph Vertex 5 0.0000000000
group_graph Vertex 6 0.0000000000
group_graph Vertex 7 0.0000000000
group_graph Vertex 8 0.0000000000
group_graph Vertex 9 0.0000000000

group_graph Edge 0 10 1
group_graph Edge 1 11 1
group_graph Edge 6 10 1
group_graph Edge 6 11 1
group_graph Edge 9 12 1

|T|=3
group_vertices 12
group_vertices 11
group_vertices 10

EOF
