SECTION Comments
Name "D:\study\help\design\data\data3.csv"
Creator "graph_hash_of_mixed_weighted_save_for_GSTP"
END

lambda 1

input_graph |V|=11 |E|=33
input_graph Vertex 10 0.0000000000
input_graph Vertex 9 0.0000000000
input_graph Vertex 8 0.0000000000
input_graph Vertex 7 0.0000000000
input_graph Vertex 6 0.0000000000
input_graph Vertex 5 0.0000000000
input_graph Vertex 4 0.0000000000
input_graph Vertex 3 0.0000000000
input_graph Vertex 2 0.0000000000
input_graph Vertex 1 0.0000000000
input_graph Vertex 0 0.0000000000

input_graph Edge 9 10 4
input_graph Edge 8 9 1
input_graph Edge 7 9 3
input_graph Edge 7 10 1
input_graph Edge 6 7 3
input_graph Edge 6 8 1
input_graph Edge 5 7 3
input_graph Edge 5 8 2
input_graph Edge 5 9 4
input_graph Edge 4 7 3
input_graph Edge 4 10 2
input_graph Edge 3 4 2
input_graph Edge 3 7 4
input_graph Edge 3 8 3
input_graph Edge 3 10 2
input_graph Edge 2 3 2
input_graph Edge 2 6 2
input_graph Edge 2 8 1
input_graph Edge 2 9 3
input_graph Edge 1 3 2
input_graph Edge 1 4 3
input_graph Edge 1 5 1
input_graph Edge 1 6 4
input_graph Edge 1 7 3
input_graph Edge 1 8 1
input_graph Edge 1 9 4
input_graph Edge 1 10 1
input_graph Edge 0 1 4
input_graph Edge 0 2 4
input_graph Edge 0 5 3
input_graph Edge 0 6 3
input_graph Edge 0 7 1
input_graph Edge 0 9 3

group_graph |V|=14 |E|=5
group_graph Vertex 13 0.0000000000
group_graph Vertex 10 0.0000000000
group_graph Vertex 9 0.0000000000
group_graph Vertex 8 0.0000000000
group_graph Vertex 7 0.0000000000
group_graph Vertex 6 0.0000000000
group_graph Vertex 5 0.0000000000
group_graph Vertex 4 0.0000000000
group_graph Vertex 3 0.0000000000
group_graph Vertex 2 0.0000000000
group_graph Vertex 1 0.0000000000
group_graph Vertex 0 0.0000000000
group_graph Vertex 11 0.0000000000
group_graph Vertex 12 0.0000000000

group_graph Edge 10 13 1
group_graph Edge 6 11 1
group_graph Edge 6 12 1
group_graph Edge 1 12 1
group_graph Edge 0 11 1

|T|=3
group_vertices 13
group_vertices 12
group_vertices 11

EOF
